,Headline,Target
567,"""To date, nobody has been able to show that there is a law for the average American citizen working day in and day out to pay an income tax.""",false
568,"Val Demings ""called abolishing the police 'thoughtful.'""",false
569,"""The emissions generated by watching 30 minutes of Netflix is the same as driving almost 4 miles.”",false
570,"""In the Wisconsin State Assembly this session, more than 75% of GOP bills received a public hearing. Meanwhile, the GOP allowed less than 2% of Democratic bills to have a hearing.""",true
571,“Supreme Court FINALLY signs VERDICT to IMPEACH Speaker Pelosi as Hunter’s Laptop IMPLICATES her.”,false
572,"Antarctica has “an entrance to a different world” — a “mythic land” with green forests, giant animals, and “extraterrestrial technologies.”",false
573,Sen. Joe Manchin and AARP “support government price-setting schemes” to divert money from Medicare to “unrelated government programs or pad big insurers’ profits.”,false
574,"Jim Jordan said, “It’s finally happening! Adam Schiff will be impeached.”",false
575,"You can't pour water on flames from an electric car battery because “water makes lithium burn.""",false
576,“Know what they always find in Alzheimer’s patients? Excessive aluminum in the brain. Know what makes your body hoard aluminum? Fluoride.”,false
577,"A cure for cancer, known as a Rife machine, was found in 1934.",false
578,Baby carrots are soaked in bleach and can cause cancer.,false
579,"In its July “red alert” for extreme heat, the U.K.'s Met Office warned that high temperatures could cause blood clotting.",false
580,"""A Jackson, Tennessee, employee passed out this morning from handling a dollar bill with fentanyl on it.""",false
581,"“‘Monkeypox’ is only circulating in countries where the Pfizer vaccine has been distributed and is being used to advance a Technocratic Great Reset.""",false
582,"“Three doctors from the same hospital ‘die suddenly’ in the same week,” after the hospital mandated a fourth COVID-19 vaccine for employees.",false
583,"Dr. Birx ""changes tune on"" COVID-19 vaccines and ""admits vaccines don't work.""",false
584,"In 2020, “250,000 ballots were manufactured” in Georgia and “Biden was given win” by Secretary of State Brad Raffensperger",false
585,NASA photos of the moon and Earth show that “space is fake.”,false
586,The entire banking system in Canada is closing down.,false
587,A “small area” in western Texas and southeastern New Mexico “has enough oil to fuel America for the next 200 years.”,false
588,"""Plankton in the Atlantic Ocean is 90% gone.""",false
589,Jane Goodall’s comments about population growth at World Economic Forum show COVID-19 pandemic was planned.,false
590,Germany weather maps show media exaggerating effects of climate change.,false
591,‘The White House is now trying to protect Joe Biden by changing the definition of the word recession.',false
592,"""To date, nobody has been able to show that there is a law for the average American citizen working day in and day out to pay an income tax.""",false
593,"Val Demings ""called abolishing the police 'thoughtful.'""",false
594,"""The emissions generated by watching 30 minutes of Netflix is the same as driving almost 4 miles.”",false
595,"""In the Wisconsin State Assembly this session, more than 75% of GOP bills received a public hearing. Meanwhile, the GOP allowed less than 2% of Democratic bills to have a hearing.""",true
596,“Supreme Court FINALLY signs VERDICT to IMPEACH Speaker Pelosi as Hunter’s Laptop IMPLICATES her.”,false
597,"Antarctica has “an entrance to a different world” — a “mythic land” with green forests, giant animals, and “extraterrestrial technologies.”",false
598,Sen. Joe Manchin and AARP “support government price-setting schemes” to divert money from Medicare to “unrelated government programs or pad big insurers’ profits.”,false
599,"Jim Jordan said, “It’s finally happening! Adam Schiff will be impeached.”",false
600,"You can't pour water on flames from an electric car battery because “water makes lithium burn.""",false
601,“Know what they always find in Alzheimer’s patients? Excessive aluminum in the brain. Know what makes your body hoard aluminum? Fluoride.”,false
602,"A cure for cancer, known as a Rife machine, was found in 1934.",false
603,Baby carrots are soaked in bleach and can cause cancer.,false
604,"In its July “red alert” for extreme heat, the U.K.'s Met Office warned that high temperatures could cause blood clotting.",false
605,"""A Jackson, Tennessee, employee passed out this morning from handling a dollar bill with fentanyl on it.""",false
606,"“‘Monkeypox’ is only circulating in countries where the Pfizer vaccine has been distributed and is being used to advance a Technocratic Great Reset.""",false
607,"“Three doctors from the same hospital ‘die suddenly’ in the same week,” after the hospital mandated a fourth COVID-19 vaccine for employees.",false
608,"Dr. Birx ""changes tune on"" COVID-19 vaccines and ""admits vaccines don't work.""",false
609,"In 2020, “250,000 ballots were manufactured” in Georgia and “Biden was given win” by Secretary of State Brad Raffensperger",false
610,NASA photos of the moon and Earth show that “space is fake.”,false
611,The entire banking system in Canada is closing down.,false
612,A “small area” in western Texas and southeastern New Mexico “has enough oil to fuel America for the next 200 years.”,false
613,"""Plankton in the Atlantic Ocean is 90% gone.""",false
614,Jane Goodall’s comments about population growth at World Economic Forum show COVID-19 pandemic was planned.,false
615,Germany weather maps show media exaggerating effects of climate change.,false
616,‘The White House is now trying to protect Joe Biden by changing the definition of the word recession.',false
617,"""To date, nobody has been able to show that there is a law for the average American citizen working day in and day out to pay an income tax.""",false
618,"Val Demings ""called abolishing the police 'thoughtful.'""",false
619,"""The emissions generated by watching 30 minutes of Netflix is the same as driving almost 4 miles.”",false
620,"""In the Wisconsin State Assembly this session, more than 75% of GOP bills received a public hearing. Meanwhile, the GOP allowed less than 2% of Democratic bills to have a hearing.""",true
621,“Supreme Court FINALLY signs VERDICT to IMPEACH Speaker Pelosi as Hunter’s Laptop IMPLICATES her.”,false
622,"Antarctica has “an entrance to a different world” — a “mythic land” with green forests, giant animals, and “extraterrestrial technologies.”",false
623,Sen. Joe Manchin and AARP “support government price-setting schemes” to divert money from Medicare to “unrelated government programs or pad big insurers’ profits.”,false
624,"Jim Jordan said, “It’s finally happening! Adam Schiff will be impeached.”",false
625,"You can't pour water on flames from an electric car battery because “water makes lithium burn.""",false
626,“Know what they always find in Alzheimer’s patients? Excessive aluminum in the brain. Know what makes your body hoard aluminum? Fluoride.”,false
627,"A cure for cancer, known as a Rife machine, was found in 1934.",false
628,Baby carrots are soaked in bleach and can cause cancer.,false
629,"In its July “red alert” for extreme heat, the U.K.'s Met Office warned that high temperatures could cause blood clotting.",false
630,"""A Jackson, Tennessee, employee passed out this morning from handling a dollar bill with fentanyl on it.""",false
631,"“‘Monkeypox’ is only circulating in countries where the Pfizer vaccine has been distributed and is being used to advance a Technocratic Great Reset.""",false
632,"“Three doctors from the same hospital ‘die suddenly’ in the same week,” after the hospital mandated a fourth COVID-19 vaccine for employees.",false
633,"Dr. Birx ""changes tune on"" COVID-19 vaccines and ""admits vaccines don't work.""",false
634,"In 2020, “250,000 ballots were manufactured” in Georgia and “Biden was given win” by Secretary of State Brad Raffensperger",false
635,NASA photos of the moon and Earth show that “space is fake.”,false
636,The entire banking system in Canada is closing down.,false
637,A “small area” in western Texas and southeastern New Mexico “has enough oil to fuel America for the next 200 years.”,false
638,"""Plankton in the Atlantic Ocean is 90% gone.""",false
639,Jane Goodall’s comments about population growth at World Economic Forum show COVID-19 pandemic was planned.,false
640,Germany weather maps show media exaggerating effects of climate change.,false
641,‘The White House is now trying to protect Joe Biden by changing the definition of the word recession.',false
642,"""To date, nobody has been able to show that there is a law for the average American citizen working day in and day out to pay an income tax.""",false
643,"Val Demings ""called abolishing the police 'thoughtful.'""",false
644,"""The emissions generated by watching 30 minutes of Netflix is the same as driving almost 4 miles.”",false
645,"""In the Wisconsin State Assembly this session, more than 75% of GOP bills received a public hearing. Meanwhile, the GOP allowed less than 2% of Democratic bills to have a hearing.""",true
646,“Supreme Court FINALLY signs VERDICT to IMPEACH Speaker Pelosi as Hunter’s Laptop IMPLICATES her.”,false
647,"Antarctica has “an entrance to a different world” — a “mythic land” with green forests, giant animals, and “extraterrestrial technologies.”",false
648,Sen. Joe Manchin and AARP “support government price-setting schemes” to divert money from Medicare to “unrelated government programs or pad big insurers’ profits.”,false
649,"Jim Jordan said, “It’s finally happening! Adam Schiff will be impeached.”",false
650,"You can't pour water on flames from an electric car battery because “water makes lithium burn.""",false
651,“Know what they always find in Alzheimer’s patients? Excessive aluminum in the brain. Know what makes your body hoard aluminum? Fluoride.”,false
652,"A cure for cancer, known as a Rife machine, was found in 1934.",false
653,Baby carrots are soaked in bleach and can cause cancer.,false
654,"In its July “red alert” for extreme heat, the U.K.'s Met Office warned that high temperatures could cause blood clotting.",false
655,"""A Jackson, Tennessee, employee passed out this morning from handling a dollar bill with fentanyl on it.""",false
656,"“‘Monkeypox’ is only circulating in countries where the Pfizer vaccine has been distributed and is being used to advance a Technocratic Great Reset.""",false
657,"“Three doctors from the same hospital ‘die suddenly’ in the same week,” after the hospital mandated a fourth COVID-19 vaccine for employees.",false
658,"Dr. Birx ""changes tune on"" COVID-19 vaccines and ""admits vaccines don't work.""",false
659,"In 2020, “250,000 ballots were manufactured” in Georgia and “Biden was given win” by Secretary of State Brad Raffensperger",false
660,NASA photos of the moon and Earth show that “space is fake.”,false
661,The entire banking system in Canada is closing down.,false
662,A “small area” in western Texas and southeastern New Mexico “has enough oil to fuel America for the next 200 years.”,false
663,"""Plankton in the Atlantic Ocean is 90% gone.""",false
664,Jane Goodall’s comments about population growth at World Economic Forum show COVID-19 pandemic was planned.,false
665,Germany weather maps show media exaggerating effects of climate change.,false
666,‘The White House is now trying to protect Joe Biden by changing the definition of the word recession.',false
667,"""To date, nobody has been able to show that there is a law for the average American citizen working day in and day out to pay an income tax.""",false
668,"Val Demings ""called abolishing the police 'thoughtful.'""",false
669,"""The emissions generated by watching 30 minutes of Netflix is the same as driving almost 4 miles.”",false
670,"""In the Wisconsin State Assembly this session, more than 75% of GOP bills received a public hearing. Meanwhile, the GOP allowed less than 2% of Democratic bills to have a hearing.""",true
671,“Supreme Court FINALLY signs VERDICT to IMPEACH Speaker Pelosi as Hunter’s Laptop IMPLICATES her.”,false
672,"Antarctica has “an entrance to a different world” — a “mythic land” with green forests, giant animals, and “extraterrestrial technologies.”",false
673,Sen. Joe Manchin and AARP “support government price-setting schemes” to divert money from Medicare to “unrelated government programs or pad big insurers’ profits.”,false
674,"Jim Jordan said, “It’s finally happening! Adam Schiff will be impeached.”",false
675,"You can't pour water on flames from an electric car battery because “water makes lithium burn.""",false
676,“Know what they always find in Alzheimer’s patients? Excessive aluminum in the brain. Know what makes your body hoard aluminum? Fluoride.”,false
677,"A cure for cancer, known as a Rife machine, was found in 1934.",false
678,Baby carrots are soaked in bleach and can cause cancer.,false
679,"In its July “red alert” for extreme heat, the U.K.'s Met Office warned that high temperatures could cause blood clotting.",false
680,"""A Jackson, Tennessee, employee passed out this morning from handling a dollar bill with fentanyl on it.""",false
681,"“‘Monkeypox’ is only circulating in countries where the Pfizer vaccine has been distributed and is being used to advance a Technocratic Great Reset.""",false
682,"“Three doctors from the same hospital ‘die suddenly’ in the same week,” after the hospital mandated a fourth COVID-19 vaccine for employees.",false
683,"Dr. Birx ""changes tune on"" COVID-19 vaccines and ""admits vaccines don't work.""",false
684,"In 2020, “250,000 ballots were manufactured” in Georgia and “Biden was given win” by Secretary of State Brad Raffensperger",false
685,NASA photos of the moon and Earth show that “space is fake.”,false
686,The entire banking system in Canada is closing down.,false
687,A “small area” in western Texas and southeastern New Mexico “has enough oil to fuel America for the next 200 years.”,false
688,"""Plankton in the Atlantic Ocean is 90% gone.""",false
689,Jane Goodall’s comments about population growth at World Economic Forum show COVID-19 pandemic was planned.,false
690,Germany weather maps show media exaggerating effects of climate change.,false
691,‘The White House is now trying to protect Joe Biden by changing the definition of the word recession.',false
692,"""To date, nobody has been able to show that there is a law for the average American citizen working day in and day out to pay an income tax.""",false
693,"Val Demings ""called abolishing the police 'thoughtful.'""",false
694,"""The emissions generated by watching 30 minutes of Netflix is the same as driving almost 4 miles.”",false
695,"""In the Wisconsin State Assembly this session, more than 75% of GOP bills received a public hearing. Meanwhile, the GOP allowed less than 2% of Democratic bills to have a hearing.""",true
696,“Supreme Court FINALLY signs VERDICT to IMPEACH Speaker Pelosi as Hunter’s Laptop IMPLICATES her.”,false
697,"Antarctica has “an entrance to a different world” — a “mythic land” with green forests, giant animals, and “extraterrestrial technologies.”",false
698,Sen. Joe Manchin and AARP “support government price-setting schemes” to divert money from Medicare to “unrelated government programs or pad big insurers’ profits.”,false
699,"Jim Jordan said, “It’s finally happening! Adam Schiff will be impeached.”",false
700,"You can't pour water on flames from an electric car battery because “water makes lithium burn.""",false
701,“Know what they always find in Alzheimer’s patients? Excessive aluminum in the brain. Know what makes your body hoard aluminum? Fluoride.”,false
702,"A cure for cancer, known as a Rife machine, was found in 1934.",false
703,Baby carrots are soaked in bleach and can cause cancer.,false
704,"In its July “red alert” for extreme heat, the U.K.'s Met Office warned that high temperatures could cause blood clotting.",false
705,"""A Jackson, Tennessee, employee passed out this morning from handling a dollar bill with fentanyl on it.""",false
706,"“‘Monkeypox’ is only circulating in countries where the Pfizer vaccine has been distributed and is being used to advance a Technocratic Great Reset.""",false
707,"“Three doctors from the same hospital ‘die suddenly’ in the same week,” after the hospital mandated a fourth COVID-19 vaccine for employees.",false
708,"Dr. Birx ""changes tune on"" COVID-19 vaccines and ""admits vaccines don't work.""",false
709,"In 2020, “250,000 ballots were manufactured” in Georgia and “Biden was given win” by Secretary of State Brad Raffensperger",false
710,NASA photos of the moon and Earth show that “space is fake.”,false
711,The entire banking system in Canada is closing down.,false
712,A “small area” in western Texas and southeastern New Mexico “has enough oil to fuel America for the next 200 years.”,false
713,"""Plankton in the Atlantic Ocean is 90% gone.""",false
714,Jane Goodall’s comments about population growth at World Economic Forum show COVID-19 pandemic was planned.,false
715,Germany weather maps show media exaggerating effects of climate change.,false
716,‘The White House is now trying to protect Joe Biden by changing the definition of the word recession.',false
717,"""To date, nobody has been able to show that there is a law for the average American citizen working day in and day out to pay an income tax.""",false
718,"Val Demings ""called abolishing the police 'thoughtful.'""",false
719,"""The emissions generated by watching 30 minutes of Netflix is the same as driving almost 4 miles.”",false
720,"""In the Wisconsin State Assembly this session, more than 75% of GOP bills received a public hearing. Meanwhile, the GOP allowed less than 2% of Democratic bills to have a hearing.""",true
721,“Supreme Court FINALLY signs VERDICT to IMPEACH Speaker Pelosi as Hunter’s Laptop IMPLICATES her.”,false
722,"Antarctica has “an entrance to a different world” — a “mythic land” with green forests, giant animals, and “extraterrestrial technologies.”",false
723,Sen. Joe Manchin and AARP “support government price-setting schemes” to divert money from Medicare to “unrelated government programs or pad big insurers’ profits.”,false
724,"Jim Jordan said, “It’s finally happening! Adam Schiff will be impeached.”",false
725,"You can't pour water on flames from an electric car battery because “water makes lithium burn.""",false
726,“Know what they always find in Alzheimer’s patients? Excessive aluminum in the brain. Know what makes your body hoard aluminum? Fluoride.”,false
727,"A cure for cancer, known as a Rife machine, was found in 1934.",false
728,Baby carrots are soaked in bleach and can cause cancer.,false
729,"In its July “red alert” for extreme heat, the U.K.'s Met Office warned that high temperatures could cause blood clotting.",false
730,"""A Jackson, Tennessee, employee passed out this morning from handling a dollar bill with fentanyl on it.""",false
731,"“‘Monkeypox’ is only circulating in countries where the Pfizer vaccine has been distributed and is being used to advance a Technocratic Great Reset.""",false
732,"“Three doctors from the same hospital ‘die suddenly’ in the same week,” after the hospital mandated a fourth COVID-19 vaccine for employees.",false
733,"Dr. Birx ""changes tune on"" COVID-19 vaccines and ""admits vaccines don't work.""",false
734,"In 2020, “250,000 ballots were manufactured” in Georgia and “Biden was given win” by Secretary of State Brad Raffensperger",false
735,NASA photos of the moon and Earth show that “space is fake.”,false
736,The entire banking system in Canada is closing down.,false
737,A “small area” in western Texas and southeastern New Mexico “has enough oil to fuel America for the next 200 years.”,false
738,"""Plankton in the Atlantic Ocean is 90% gone.""",false
739,Jane Goodall’s comments about population growth at World Economic Forum show COVID-19 pandemic was planned.,false
740,Germany weather maps show media exaggerating effects of climate change.,false
741,‘The White House is now trying to protect Joe Biden by changing the definition of the word recession.',false
742,"""To date, nobody has been able to show that there is a law for the average American citizen working day in and day out to pay an income tax.""",false
743,"Val Demings ""called abolishing the police 'thoughtful.'""",false
744,"""The emissions generated by watching 30 minutes of Netflix is the same as driving almost 4 miles.”",false
745,"""In the Wisconsin State Assembly this session, more than 75% of GOP bills received a public hearing. Meanwhile, the GOP allowed less than 2% of Democratic bills to have a hearing.""",true
746,“Supreme Court FINALLY signs VERDICT to IMPEACH Speaker Pelosi as Hunter’s Laptop IMPLICATES her.”,false
747,"Antarctica has “an entrance to a different world” — a “mythic land” with green forests, giant animals, and “extraterrestrial technologies.”",false
748,Sen. Joe Manchin and AARP “support government price-setting schemes” to divert money from Medicare to “unrelated government programs or pad big insurers’ profits.”,false
749,"Jim Jordan said, “It’s finally happening! Adam Schiff will be impeached.”",false
750,"You can't pour water on flames from an electric car battery because “water makes lithium burn.""",false
751,“Know what they always find in Alzheimer’s patients? Excessive aluminum in the brain. Know what makes your body hoard aluminum? Fluoride.”,false
752,"A cure for cancer, known as a Rife machine, was found in 1934.",false
753,Baby carrots are soaked in bleach and can cause cancer.,false
754,"In its July “red alert” for extreme heat, the U.K.'s Met Office warned that high temperatures could cause blood clotting.",false
755,"""A Jackson, Tennessee, employee passed out this morning from handling a dollar bill with fentanyl on it.""",false
756,"“‘Monkeypox’ is only circulating in countries where the Pfizer vaccine has been distributed and is being used to advance a Technocratic Great Reset.""",false
757,"“Three doctors from the same hospital ‘die suddenly’ in the same week,” after the hospital mandated a fourth COVID-19 vaccine for employees.",false
758,"Dr. Birx ""changes tune on"" COVID-19 vaccines and ""admits vaccines don't work.""",false
759,"In 2020, “250,000 ballots were manufactured” in Georgia and “Biden was given win” by Secretary of State Brad Raffensperger",false
760,NASA photos of the moon and Earth show that “space is fake.”,false
761,The entire banking system in Canada is closing down.,false
762,A “small area” in western Texas and southeastern New Mexico “has enough oil to fuel America for the next 200 years.”,false
763,"""Plankton in the Atlantic Ocean is 90% gone.""",false
764,Jane Goodall’s comments about population growth at World Economic Forum show COVID-19 pandemic was planned.,false
765,Germany weather maps show media exaggerating effects of climate change.,false
766,‘The White House is now trying to protect Joe Biden by changing the definition of the word recession.',false
767,"""To date, nobody has been able to show that there is a law for the average American citizen working day in and day out to pay an income tax.""",false
768,"Val Demings ""called abolishing the police 'thoughtful.'""",false
769,"""The emissions generated by watching 30 minutes of Netflix is the same as driving almost 4 miles.”",false
770,"""In the Wisconsin State Assembly this session, more than 75% of GOP bills received a public hearing. Meanwhile, the GOP allowed less than 2% of Democratic bills to have a hearing.""",true
771,“Supreme Court FINALLY signs VERDICT to IMPEACH Speaker Pelosi as Hunter’s Laptop IMPLICATES her.”,false
772,"Antarctica has “an entrance to a different world” — a “mythic land” with green forests, giant animals, and “extraterrestrial technologies.”",false
773,Sen. Joe Manchin and AARP “support government price-setting schemes” to divert money from Medicare to “unrelated government programs or pad big insurers’ profits.”,false
774,"Jim Jordan said, “It’s finally happening! Adam Schiff will be impeached.”",false
775,"You can't pour water on flames from an electric car battery because “water makes lithium burn.""",false
776,“Know what they always find in Alzheimer’s patients? Excessive aluminum in the brain. Know what makes your body hoard aluminum? Fluoride.”,false
777,"A cure for cancer, known as a Rife machine, was found in 1934.",false
778,Baby carrots are soaked in bleach and can cause cancer.,false
779,"In its July “red alert” for extreme heat, the U.K.'s Met Office warned that high temperatures could cause blood clotting.",false
780,"""A Jackson, Tennessee, employee passed out this morning from handling a dollar bill with fentanyl on it.""",false
781,"“‘Monkeypox’ is only circulating in countries where the Pfizer vaccine has been distributed and is being used to advance a Technocratic Great Reset.""",false
782,"“Three doctors from the same hospital ‘die suddenly’ in the same week,” after the hospital mandated a fourth COVID-19 vaccine for employees.",false
783,"Dr. Birx ""changes tune on"" COVID-19 vaccines and ""admits vaccines don't work.""",false
784,"In 2020, “250,000 ballots were manufactured” in Georgia and “Biden was given win” by Secretary of State Brad Raffensperger",false
785,NASA photos of the moon and Earth show that “space is fake.”,false
786,The entire banking system in Canada is closing down.,false
787,A “small area” in western Texas and southeastern New Mexico “has enough oil to fuel America for the next 200 years.”,false
788,"""Plankton in the Atlantic Ocean is 90% gone.""",false
789,Jane Goodall’s comments about population growth at World Economic Forum show COVID-19 pandemic was planned.,false
790,Germany weather maps show media exaggerating effects of climate change.,false
791,‘The White House is now trying to protect Joe Biden by changing the definition of the word recession.',false
792,"""To date, nobody has been able to show that there is a law for the average American citizen working day in and day out to pay an income tax.""",false
793,"Val Demings ""called abolishing the police 'thoughtful.'""",false
794,"""The emissions generated by watching 30 minutes of Netflix is the same as driving almost 4 miles.”",false
795,"""In the Wisconsin State Assembly this session, more than 75% of GOP bills received a public hearing. Meanwhile, the GOP allowed less than 2% of Democratic bills to have a hearing.""",true
796,“Supreme Court FINALLY signs VERDICT to IMPEACH Speaker Pelosi as Hunter’s Laptop IMPLICATES her.”,false
797,"Antarctica has “an entrance to a different world” — a “mythic land” with green forests, giant animals, and “extraterrestrial technologies.”",false
798,Sen. Joe Manchin and AARP “support government price-setting schemes” to divert money from Medicare to “unrelated government programs or pad big insurers’ profits.”,false
799,"Jim Jordan said, “It’s finally happening! Adam Schiff will be impeached.”",false
800,"You can't pour water on flames from an electric car battery because “water makes lithium burn.""",false
801,“Know what they always find in Alzheimer’s patients? Excessive aluminum in the brain. Know what makes your body hoard aluminum? Fluoride.”,false
802,"A cure for cancer, known as a Rife machine, was found in 1934.",false
803,Baby carrots are soaked in bleach and can cause cancer.,false
804,"In its July “red alert” for extreme heat, the U.K.'s Met Office warned that high temperatures could cause blood clotting.",false
805,"""A Jackson, Tennessee, employee passed out this morning from handling a dollar bill with fentanyl on it.""",false
806,"“‘Monkeypox’ is only circulating in countries where the Pfizer vaccine has been distributed and is being used to advance a Technocratic Great Reset.""",false
807,"“Three doctors from the same hospital ‘die suddenly’ in the same week,” after the hospital mandated a fourth COVID-19 vaccine for employees.",false
808,"Dr. Birx ""changes tune on"" COVID-19 vaccines and ""admits vaccines don't work.""",false
809,"In 2020, “250,000 ballots were manufactured” in Georgia and “Biden was given win” by Secretary of State Brad Raffensperger",false
810,NASA photos of the moon and Earth show that “space is fake.”,false
811,The entire banking system in Canada is closing down.,false
812,A “small area” in western Texas and southeastern New Mexico “has enough oil to fuel America for the next 200 years.”,false
813,"""Plankton in the Atlantic Ocean is 90% gone.""",false
814,Jane Goodall’s comments about population growth at World Economic Forum show COVID-19 pandemic was planned.,false
815,Germany weather maps show media exaggerating effects of climate change.,false
816,‘The White House is now trying to protect Joe Biden by changing the definition of the word recession.',false
817,"""To date, nobody has been able to show that there is a law for the average American citizen working day in and day out to pay an income tax.""",false
818,"Val Demings ""called abolishing the police 'thoughtful.'""",false
819,"""The emissions generated by watching 30 minutes of Netflix is the same as driving almost 4 miles.”",false
820,"""In the Wisconsin State Assembly this session, more than 75% of GOP bills received a public hearing. Meanwhile, the GOP allowed less than 2% of Democratic bills to have a hearing.""",true
821,“Supreme Court FINALLY signs VERDICT to IMPEACH Speaker Pelosi as Hunter’s Laptop IMPLICATES her.”,false
822,"Antarctica has “an entrance to a different world” — a “mythic land” with green forests, giant animals, and “extraterrestrial technologies.”",false
823,Sen. Joe Manchin and AARP “support government price-setting schemes” to divert money from Medicare to “unrelated government programs or pad big insurers’ profits.”,false
824,"Jim Jordan said, “It’s finally happening! Adam Schiff will be impeached.”",false
825,"You can't pour water on flames from an electric car battery because “water makes lithium burn.""",false
826,“Know what they always find in Alzheimer’s patients? Excessive aluminum in the brain. Know what makes your body hoard aluminum? Fluoride.”,false
827,"A cure for cancer, known as a Rife machine, was found in 1934.",false
828,Baby carrots are soaked in bleach and can cause cancer.,false
829,"In its July “red alert” for extreme heat, the U.K.'s Met Office warned that high temperatures could cause blood clotting.",false
830,"""A Jackson, Tennessee, employee passed out this morning from handling a dollar bill with fentanyl on it.""",false
831,"“‘Monkeypox’ is only circulating in countries where the Pfizer vaccine has been distributed and is being used to advance a Technocratic Great Reset.""",false
832,"“Three doctors from the same hospital ‘die suddenly’ in the same week,” after the hospital mandated a fourth COVID-19 vaccine for employees.",false
833,"Dr. Birx ""changes tune on"" COVID-19 vaccines and ""admits vaccines don't work.""",false
834,"In 2020, “250,000 ballots were manufactured” in Georgia and “Biden was given win” by Secretary of State Brad Raffensperger",false
835,NASA photos of the moon and Earth show that “space is fake.”,false
836,The entire banking system in Canada is closing down.,false
837,A “small area” in western Texas and southeastern New Mexico “has enough oil to fuel America for the next 200 years.”,false
838,"""Plankton in the Atlantic Ocean is 90% gone.""",false
839,Jane Goodall’s comments about population growth at World Economic Forum show COVID-19 pandemic was planned.,false
840,Germany weather maps show media exaggerating effects of climate change.,false
841,‘The White House is now trying to protect Joe Biden by changing the definition of the word recession.',false
842,"""To date, nobody has been able to show that there is a law for the average American citizen working day in and day out to pay an income tax.""",false
843,"Val Demings ""called abolishing the police 'thoughtful.'""",false
844,"""The emissions generated by watching 30 minutes of Netflix is the same as driving almost 4 miles.”",false
845,"""In the Wisconsin State Assembly this session, more than 75% of GOP bills received a public hearing. Meanwhile, the GOP allowed less than 2% of Democratic bills to have a hearing.""",true
846,“Supreme Court FINALLY signs VERDICT to IMPEACH Speaker Pelosi as Hunter’s Laptop IMPLICATES her.”,false
847,"Antarctica has “an entrance to a different world” — a “mythic land” with green forests, giant animals, and “extraterrestrial technologies.”",false
848,Sen. Joe Manchin and AARP “support government price-setting schemes” to divert money from Medicare to “unrelated government programs or pad big insurers’ profits.”,false
849,"Jim Jordan said, “It’s finally happening! Adam Schiff will be impeached.”",false
850,"You can't pour water on flames from an electric car battery because “water makes lithium burn.""",false
851,“Know what they always find in Alzheimer’s patients? Excessive aluminum in the brain. Know what makes your body hoard aluminum? Fluoride.”,false
852,"A cure for cancer, known as a Rife machine, was found in 1934.",false
853,Baby carrots are soaked in bleach and can cause cancer.,false
854,"In its July “red alert” for extreme heat, the U.K.'s Met Office warned that high temperatures could cause blood clotting.",false
855,"""A Jackson, Tennessee, employee passed out this morning from handling a dollar bill with fentanyl on it.""",false
856,"“‘Monkeypox’ is only circulating in countries where the Pfizer vaccine has been distributed and is being used to advance a Technocratic Great Reset.""",false
857,"“Three doctors from the same hospital ‘die suddenly’ in the same week,” after the hospital mandated a fourth COVID-19 vaccine for employees.",false
858,"Dr. Birx ""changes tune on"" COVID-19 vaccines and ""admits vaccines don't work.""",false
859,"In 2020, “250,000 ballots were manufactured” in Georgia and “Biden was given win” by Secretary of State Brad Raffensperger",false
860,NASA photos of the moon and Earth show that “space is fake.”,false
861,The entire banking system in Canada is closing down.,false
862,A “small area” in western Texas and southeastern New Mexico “has enough oil to fuel America for the next 200 years.”,false
863,"""Plankton in the Atlantic Ocean is 90% gone.""",false
864,Jane Goodall’s comments about population growth at World Economic Forum show COVID-19 pandemic was planned.,false
865,Germany weather maps show media exaggerating effects of climate change.,false
866,‘The White House is now trying to protect Joe Biden by changing the definition of the word recession.',false
867,"""To date, nobody has been able to show that there is a law for the average American citizen working day in and day out to pay an income tax.""",false
868,"Val Demings ""called abolishing the police 'thoughtful.'""",false
869,"""The emissions generated by watching 30 minutes of Netflix is the same as driving almost 4 miles.”",false
870,"""In the Wisconsin State Assembly this session, more than 75% of GOP bills received a public hearing. Meanwhile, the GOP allowed less than 2% of Democratic bills to have a hearing.""",true
871,“Supreme Court FINALLY signs VERDICT to IMPEACH Speaker Pelosi as Hunter’s Laptop IMPLICATES her.”,false
872,"Antarctica has “an entrance to a different world” — a “mythic land” with green forests, giant animals, and “extraterrestrial technologies.”",false
873,Sen. Joe Manchin and AARP “support government price-setting schemes” to divert money from Medicare to “unrelated government programs or pad big insurers’ profits.”,false
874,"Jim Jordan said, “It’s finally happening! Adam Schiff will be impeached.”",false
875,"You can't pour water on flames from an electric car battery because “water makes lithium burn.""",false
876,“Know what they always find in Alzheimer’s patients? Excessive aluminum in the brain. Know what makes your body hoard aluminum? Fluoride.”,false
877,"A cure for cancer, known as a Rife machine, was found in 1934.",false
878,Baby carrots are soaked in bleach and can cause cancer.,false
879,"In its July “red alert” for extreme heat, the U.K.'s Met Office warned that high temperatures could cause blood clotting.",false
880,"""A Jackson, Tennessee, employee passed out this morning from handling a dollar bill with fentanyl on it.""",false
881,"“‘Monkeypox’ is only circulating in countries where the Pfizer vaccine has been distributed and is being used to advance a Technocratic Great Reset.""",false
882,"“Three doctors from the same hospital ‘die suddenly’ in the same week,” after the hospital mandated a fourth COVID-19 vaccine for employees.",false
