class;cap-diameter;cap-shape;cap-surface;cap-color;does-bruise-or-bleed;gill-attachment;gill-spacing;gill-color;stem-height;stem-width;stem-root;stem-surface;stem-color;veil-type;veil-color;has-ring;ring-type;spore-print-color;habitat;season
e;11.59;x;s;y;f;a;d;w;10.67;17.13;;i;n;;;t;;w;d;u
e;8.36;f;s;e;f;a;d;w;8.36;12.66;;i;n;;;t;;w;d;w
e;8.48;f;s;y;f;d;d;w;9.41;15.76;;i;n;;;t;;w;d;u
e;8.92;f;s;e;f;d;d;w;8.46;14.56;;i;n;;;t;;w;d;w
e;13.39;x;s;n;f;a;d;w;10.27;17.57;;i;n;;;t;;w;d;u
e;12.16;x;s;y;f;d;d;w;9.99;17.53;;i;n;;;t;;w;d;a
e;11.39;f;s;y;f;d;d;w;10.61;17.45;;i;n;;;t;;w;d;w
e;8.52;f;s;n;f;d;d;w;7.54;14.28;;i;n;;;t;;w;d;a
e;5.87;f;s;e;f;d;d;w;8.11;15.12;;i;n;;;t;;w;d;w
e;12.41;f;s;e;f;d;d;w;9.87;15.27;;i;n;;;t;;w;d;w
e;9.22;x;s;y;f;d;d;w;7.93;13.08;;i;n;;;t;;w;d;a
e;8.67;x;s;e;f;a;d;w;10.56;18.35;;i;n;;;t;;w;d;a
e;8.33;x;s;y;f;a;d;w;7.94;14.38;;i;n;;;t;;w;d;a
e;10.42;f;s;e;f;a;d;w;9.54;15.23;;i;n;;;t;;w;d;u
e;10.43;x;s;n;f;a;d;w;9.16;14.29;;i;n;;;t;;w;d;w
e;9.06;x;s;n;f;d;d;w;10.05;15.75;;i;n;;;t;;w;d;a
e;7.19;f;s;y;f;a;d;w;9.39;13.8;;i;n;;;t;;w;d;u
e;11.65;x;s;y;f;a;d;w;9.53;15.54;;i;n;;;t;;w;d;a
e;8.42;f;s;n;f;d;d;w;8.21;16.2;;i;n;;;t;;w;d;a
e;9.62;x;s;e;f;a;d;w;10.07;16.61;;i;n;;;t;;w;d;u
e;11.74;f;s;n;f;d;d;w;9.41;17.11;;i;n;;;t;;w;d;u
e;10.28;f;s;e;f;d;d;w;8.36;11.95;;i;n;;;t;;w;d;a
e;12.1;x;s;e;f;a;d;w;11.56;18.33;;i;n;;;t;;w;d;u
e;14.04;f;s;y;f;d;d;w;9.84;16.43;;i;n;;;t;;w;d;a
e;10.32;x;s;e;f;a;d;w;8.91;15.39;;i;n;;;t;;w;d;u
e;9.05;f;s;y;f;a;d;w;9.02;14.73;;i;n;;;t;;w;d;a
e;11.11;x;s;n;f;d;d;w;10.37;16.17;;i;n;;;t;;w;d;u
e;10.26;f;s;y;f;d;d;w;9.74;18.66;;i;n;;;t;;w;d;w
e;9.44;x;s;y;f;a;d;w;8.25;13.32;;i;n;;;t;;w;d;a
e;7.11;x;s;n;f;a;d;w;7.46;13.37;;i;n;;;t;;w;d;u
e;9.23;f;s;y;f;d;d;w;8.15;15.55;;i;n;;;t;;w;d;a
e;9.67;x;s;y;f;d;d;w;9.61;16.86;;i;n;;;t;;w;d;w
e;11.98;f;s;e;f;a;d;w;10.1;17.44;;i;n;;;t;;w;d;a
e;12.15;x;s;e;f;d;d;w;9.55;15.68;;i;n;;;t;;w;d;a
e;10.33;f;s;n;f;d;d;w;8.04;14.3;;i;n;;;t;;w;d;u
e;8.36;f;s;n;f;d;d;w;7.6;15.28;;i;n;;;t;;w;d;w
e;11.09;x;s;n;f;d;d;w;10.39;18.41;;i;n;;;t;;w;d;u
e;10.4;f;s;n;f;d;d;w;7.96;12.77;;i;n;;;t;;w;d;w
e;8.84;f;s;y;f;a;d;w;8.7;15.31;;i;n;;;t;;w;d;a
e;11.07;x;s;e;f;a;d;w;9.07;13.99;;i;n;;;t;;w;d;w
e;10.46;x;s;y;f;d;d;w;10.25;16.24;;i;n;;;t;;w;d;a
e;11.13;f;s;n;f;d;d;w;10.01;15.45;;i;n;;;t;;w;d;a
e;12.09;f;s;e;f;d;d;w;7.97;15.13;;i;n;;;t;;w;d;u
e;9.31;x;s;e;f;a;d;w;10.63;17.3;;i;n;;;t;;w;d;a
e;7.98;f;s;y;f;a;d;w;7.51;14.12;;i;n;;;t;;w;d;w
e;10.0;x;s;n;f;d;d;w;9.17;15.42;;i;n;;;t;;w;d;w
e;9.35;f;s;e;f;d;d;w;8.3;14.62;;i;n;;;t;;w;d;u
e;8.2;f;s;y;f;a;d;w;7.92;14.18;;i;n;;;t;;w;d;a
e;10.97;x;s;n;f;a;d;w;10.23;17.98;;i;n;;;t;;w;d;u
e;8.66;f;s;n;f;d;d;w;8.43;13.08;;i;n;;;t;;w;d;a
e;11.81;x;s;y;f;d;d;w;9.92;16.93;;i;n;;;t;;w;d;a
e;11.38;x;s;n;f;d;d;w;7.68;15.18;;i;n;;;t;;w;d;u
e;10.35;f;s;n;f;a;d;w;8.72;15.62;;i;n;;;t;;w;d;w
e;10.01;x;s;y;f;a;d;w;8.02;11.36;;i;n;;;t;;w;d;w
e;11.74;f;s;n;f;d;d;w;10.56;17.24;;i;n;;;t;;w;d;w
e;9.75;x;s;n;f;d;d;w;8.08;13.83;;i;n;;;t;;w;d;a
e;13.54;f;s;n;f;d;d;w;11.0;16.83;;i;n;;;t;;w;d;u
e;5.84;x;s;e;f;a;d;w;8.61;13.26;;i;n;;;t;;w;d;u
e;13.75;x;s;n;f;d;d;w;11.08;19.76;;i;n;;;t;;w;d;a
e;9.8;x;s;e;f;a;d;w;9.88;17.48;;i;n;;;t;;w;d;w
e;7.63;x;s;e;f;d;d;w;9.07;15.28;;i;n;;;t;;w;d;w
e;9.83;x;s;n;f;a;d;w;8.99;15.21;;i;n;;;t;;w;d;w
e;13.44;x;s;y;f;d;d;w;10.43;19.67;;i;n;;;t;;w;d;a
e;11.55;f;s;e;f;d;d;w;10.34;18.41;;i;n;;;t;;w;d;a
e;10.04;x;s;n;f;a;d;w;7.4;12.85;;i;n;;;t;;w;d;u
e;8.29;f;s;e;f;a;d;w;10.11;17.04;;i;n;;;t;;w;d;u
e;10.63;x;s;e;f;a;d;w;8.87;16.01;;i;n;;;t;;w;d;w
e;11.91;f;s;y;f;a;d;w;8.79;14.05;;i;n;;;t;;w;d;w
e;12.47;x;s;e;f;a;d;w;10.58;17.29;;i;n;;;t;;w;d;w
e;12.33;x;s;y;f;a;d;w;8.11;14.22;;i;n;;;t;;w;d;u
e;12.38;x;s;y;f;a;d;w;9.45;16.48;;i;n;;;t;;w;d;u
e;10.16;f;s;e;f;a;d;w;9.27;14.74;;i;n;;;t;;w;d;u
e;7.93;x;s;n;f;a;d;w;7.52;15.24;;i;n;;;t;;w;d;w
e;11.37;f;s;y;f;a;d;w;8.84;13.5;;i;n;;;t;;w;d;u
e;9.55;f;s;y;f;a;d;w;6.33;13.21;;i;n;;;t;;w;d;w
e;8.73;f;s;n;f;d;d;w;8.35;11.92;;i;n;;;t;;w;d;u
e;8.46;f;s;e;f;d;d;w;7.11;12.38;;i;n;;;t;;w;d;u
e;8.08;x;s;n;f;a;d;w;6.9;13.32;;i;n;;;t;;w;d;a
e;10.07;x;s;y;f;a;d;w;8.78;14.29;;i;n;;;t;;w;d;w
e;7.21;f;s;y;f;a;d;w;8.97;13.62;;i;n;;;t;;w;d;a
e;12.37;f;s;n;f;a;d;w;8.08;13.74;;i;n;;;t;;w;d;u
e;16.7;f;s;y;f;a;d;w;10.46;16.84;;i;n;;;t;;w;d;a
e;10.11;x;s;y;f;d;d;w;8.45;14.99;;i;n;;;t;;w;d;u
e;9.57;x;s;e;f;d;d;w;8.35;13.55;;i;n;;;t;;w;d;u
e;10.06;x;s;n;f;a;d;w;9.13;15.43;;i;n;;;t;;w;d;a
e;10.96;x;s;e;f;a;d;w;8.55;14.72;;i;n;;;t;;w;d;w
e;7.97;x;s;n;f;a;d;w;8.67;14.96;;i;n;;;t;;w;d;w
e;9.06;x;s;y;f;d;d;w;11.84;17.57;;i;n;;;t;;w;d;u
e;7.44;x;s;y;f;d;d;w;7.18;12.13;;i;n;;;t;;w;d;a
e;10.04;x;s;y;f;d;d;w;10.03;16.11;;i;n;;;t;;w;d;u
e;12.6;x;s;n;f;a;d;w;11.4;18.11;;i;n;;;t;;w;d;u
e;10.26;x;s;n;f;d;d;w;10.06;14.29;;i;n;;;t;;w;d;w
e;10.2;x;s;y;f;d;d;w;10.17;12.22;;i;n;;;t;;w;d;w
e;10.48;f;s;y;f;a;d;w;11.14;16.22;;i;n;;;t;;w;d;w
e;9.7;f;s;e;f;a;d;w;8.58;15.22;;i;n;;;t;;w;d;a
e;9.21;x;s;y;f;d;d;w;9.68;14.18;;i;n;;;t;;w;d;a
e;9.35;f;s;n;f;d;d;w;7.85;14.56;;i;n;;;t;;w;d;w
e;10.1;x;s;n;f;d;d;w;8.05;14.69;;i;n;;;t;;w;d;w
e;5.29;f;s;e;f;a;d;w;7.81;12.07;;i;n;;;t;;w;d;a
e;9.45;x;s;e;f;a;d;w;8.88;14.7;;i;n;;;t;;w;d;a
e;11.63;f;s;n;f;d;d;w;11.33;18.85;;i;n;;;t;;w;d;a
e;10.74;x;s;e;f;d;d;w;10.0;18.33;;i;n;;;t;;w;d;a
e;10.22;x;s;n;f;d;d;w;10.21;16.81;;i;n;;;t;;w;d;a
e;6.74;f;s;y;f;d;d;w;8.81;15.1;;i;n;;;t;;w;d;a
e;9.26;f;s;n;f;d;d;w;9.44;13.77;;i;n;;;t;;w;d;u
e;9.66;f;s;n;f;d;d;w;7.6;12.69;;i;n;;;t;;w;d;a
e;9.24;x;s;e;f;a;d;w;8.64;15.29;;i;n;;;t;;w;d;w
e;8.41;f;s;e;f;d;d;w;8.57;14.49;;i;n;;;t;;w;d;w
e;10.35;x;s;e;f;a;d;w;8.91;12.71;;i;n;;;t;;w;d;w
e;7.92;f;s;n;f;a;d;w;9.42;13.79;;i;n;;;t;;w;d;u
e;10.68;f;s;y;f;a;d;w;8.78;14.54;;i;n;;;t;;w;d;a
e;11.04;x;s;e;f;d;d;w;10.52;15.09;;i;n;;;t;;w;d;a
e;9.59;x;s;e;f;d;d;w;9.25;12.34;;i;n;;;t;;w;d;a
e;11.28;f;s;y;f;a;d;w;8.0;13.8;;i;n;;;t;;w;d;u
e;8.86;f;s;y;f;a;d;w;8.23;14.62;;i;n;;;t;;w;d;u
e;12.69;x;s;y;f;a;d;w;11.41;18.26;;i;n;;;t;;w;d;a
e;11.04;f;s;n;f;a;d;w;8.48;13.62;;i;n;;;t;;w;d;w
e;11.38;f;s;e;f;d;d;w;9.55;15.76;;i;n;;;t;;w;d;w
e;7.46;f;s;y;f;d;d;w;9.42;15.63;;i;n;;;t;;w;d;w
e;8.56;x;s;e;f;d;d;w;8.09;14.39;;i;n;;;t;;w;d;a
e;10.69;f;s;e;f;d;d;w;8.12;14.73;;i;n;;;t;;w;d;u
e;7.4;f;s;y;f;d;d;w;7.27;12.08;;i;n;;;t;;w;d;u
e;9.41;x;s;e;f;d;d;w;8.35;13.04;;i;n;;;t;;w;d;u
e;7.63;x;s;n;f;d;d;w;6.73;15.22;;i;n;;;t;;w;d;a
e;10.52;f;s;y;f;d;d;w;10.11;18.59;;i;n;;;t;;w;d;a
e;11.28;x;s;e;f;a;d;w;9.42;15.89;;i;n;;;t;;w;d;u
e;11.95;x;s;e;f;d;d;w;10.78;17.52;;i;n;;;t;;w;d;a
e;9.38;f;s;e;f;d;d;w;8.07;13.27;;i;n;;;t;;w;d;w
e;9.55;x;s;n;f;a;d;w;9.79;16.1;;i;n;;;t;;w;d;a
e;9.53;f;s;n;f;d;d;w;9.63;17.0;;i;n;;;t;;w;d;a
e;10.32;f;s;e;f;d;d;w;8.6;15.68;;i;n;;;t;;w;d;a
e;9.06;x;s;y;f;a;d;w;9.71;15.3;;i;n;;;t;;w;d;a
e;10.67;x;s;y;f;a;d;w;10.08;15.41;;i;n;;;t;;w;d;u
e;13.04;f;s;e;f;a;d;w;10.74;18.67;;i;n;;;t;;w;d;w
e;12.38;f;s;n;f;d;d;w;8.07;15.3;;i;n;;;t;;w;d;w
e;9.22;f;s;n;f;a;d;w;8.19;14.1;;i;n;;;t;;w;d;a
e;11.47;x;s;n;f;d;d;w;7.66;12.97;;i;n;;;t;;w;d;a
e;6.41;x;s;y;f;a;d;w;7.56;12.01;;i;n;;;t;;w;d;a
e;9.3;x;s;y;f;a;d;w;10.34;13.78;;i;n;;;t;;w;d;u
e;12.43;f;s;e;f;d;d;w;9.59;14.29;;i;n;;;t;;w;d;w
e;9.21;x;s;n;f;a;d;w;7.77;13.75;;i;n;;;t;;w;d;a
e;11.46;f;s;y;f;a;d;w;10.06;15.77;;i;n;;;t;;w;d;u
e;11.08;x;s;y;f;d;d;w;8.16;13.08;;i;n;;;t;;w;d;a
e;11.12;x;s;y;f;a;d;w;8.87;15.27;;i;n;;;t;;w;d;u
e;12.12;x;s;y;f;a;d;w;9.61;18.0;;i;n;;;t;;w;d;w
e;8.84;f;s;n;f;a;d;w;8.32;12.86;;i;n;;;t;;w;d;u
e;7.53;f;s;n;f;a;d;w;7.68;14.19;;i;n;;;t;;w;d;w
e;8.32;f;s;y;f;d;d;w;7.69;12.47;;i;n;;;t;;w;d;w
e;12.04;x;s;e;f;d;d;w;10.44;15.0;;i;n;;;t;;w;d;w
e;10.11;x;s;e;f;d;d;w;8.66;12.63;;i;n;;;t;;w;d;a
e;10.76;f;s;n;f;a;d;w;6.87;11.21;;i;n;;;t;;w;d;u
e;9.22;x;s;y;f;d;d;w;9.11;13.81;;i;n;;;t;;w;d;w
e;10.85;x;s;e;f;d;d;w;9.07;16.23;;i;n;;;t;;w;d;w
e;9.03;f;s;n;f;a;d;w;8.98;15.41;;i;n;;;t;;w;d;u
e;13.59;f;s;e;f;d;d;w;9.15;15.16;;i;n;;;t;;w;d;w
e;9.43;f;s;n;f;d;d;w;7.69;11.42;;i;n;;;t;;w;d;w
e;4.8;x;s;n;f;d;d;w;6.59;11.04;;i;n;;;t;;w;d;w
e;7.72;f;s;n;f;a;d;w;6.61;13.56;;i;n;;;t;;w;d;a
e;13.04;f;s;e;f;d;d;w;9.39;14.75;;i;n;;;t;;w;d;u
e;8.96;x;s;y;f;a;d;w;9.58;13.68;;i;n;;;t;;w;d;a
e;11.25;x;s;n;f;a;d;w;7.6;15.81;;i;n;;;t;;w;d;a
e;11.22;x;s;n;f;a;d;w;9.16;15.11;;i;n;;;t;;w;d;a
e;10.83;f;s;e;f;a;d;w;10.69;17.04;;i;n;;;t;;w;d;w
e;8.95;f;s;y;f;d;d;w;7.86;14.11;;i;n;;;t;;w;d;u
e;10.3;x;s;y;f;a;d;w;7.37;14.82;;i;n;;;t;;w;d;w
e;8.56;x;s;n;f;a;d;w;8.04;11.64;;i;n;;;t;;w;d;w
e;11.98;f;s;y;f;a;d;w;11.59;18.35;;i;n;;;t;;w;d;a
e;8.26;f;s;y;f;d;d;w;6.38;12.71;;i;n;;;t;;w;d;a
e;10.92;f;s;n;f;d;d;w;9.47;15.1;;i;n;;;t;;w;d;u
e;9.35;f;s;n;f;a;d;w;8.42;15.48;;i;n;;;t;;w;d;u
e;8.8;x;s;e;f;a;d;w;9.46;14.49;;i;n;;;t;;w;d;u
e;11.31;x;s;n;f;d;d;w;9.2;15.7;;i;n;;;t;;w;d;w
e;12.69;f;s;n;f;a;d;w;10.04;16.46;;i;n;;;t;;w;d;a
e;9.93;x;s;n;f;d;d;w;8.13;14.29;;i;n;;;t;;w;d;u
e;12.62;x;s;n;f;d;d;w;8.12;13.41;;i;n;;;t;;w;d;a
e;8.84;x;s;n;f;d;d;w;9.55;13.98;;i;n;;;t;;w;d;a
e;10.44;x;s;n;f;d;d;w;9.14;14.62;;i;n;;;t;;w;d;a
e;14.39;f;s;e;f;a;d;w;9.26;16.3;;i;n;;;t;;w;d;w
e;8.56;x;s;y;f;d;d;w;8.23;13.39;;i;n;;;t;;w;d;u
e;11.29;f;s;y;f;a;d;w;8.34;13.18;;i;n;;;t;;w;d;a
e;9.66;f;s;y;f;d;d;w;9.48;15.45;;i;n;;;t;;w;d;w
e;9.98;f;s;n;f;d;d;w;9.25;16.87;;i;n;;;t;;w;d;a
e;12.35;x;s;e;f;a;d;w;9.01;14.08;;i;n;;;t;;w;d;u
e;12.26;x;s;y;f;d;d;w;9.2;15.92;;i;n;;;t;;w;d;u
e;9.12;f;s;y;f;d;d;w;10.42;14.87;;i;n;;;t;;w;d;u
e;11.21;f;s;e;f;a;d;w;9.45;16.44;;i;n;;;t;;w;d;w
e;10.22;x;s;e;f;d;d;w;9.35;15.52;;i;n;;;t;;w;d;w
e;10.09;f;s;n;f;d;d;w;7.82;15.18;;i;n;;;t;;w;d;w
e;13.24;x;s;n;f;d;d;w;9.4;16.88;;i;n;;;t;;w;d;u
e;9.41;x;s;y;f;a;d;w;10.04;15.68;;i;n;;;t;;w;d;w
e;8.0;f;s;n;f;d;d;w;8.44;15.49;;i;n;;;t;;w;d;w
e;10.54;f;s;e;f;a;d;w;8.47;12.86;;i;n;;;t;;w;d;a
e;10.55;x;s;e;f;a;d;w;9.09;13.85;;i;n;;;t;;w;d;w
e;8.18;f;s;n;f;a;d;w;9.29;15.67;;i;n;;;t;;w;d;w
e;11.9;f;s;y;f;d;d;w;9.35;15.6;;i;n;;;t;;w;d;a
e;9.36;x;s;e;f;d;d;w;7.93;13.9;;i;n;;;t;;w;d;a
e;11.08;f;s;n;f;d;d;w;9.95;17.34;;i;n;;;t;;w;d;u
e;8.89;f;s;n;f;a;d;w;9.52;14.77;;i;n;;;t;;w;d;w
e;8.11;x;s;y;f;a;d;w;8.73;13.58;;i;n;;;t;;w;d;u
e;9.73;f;s;y;f;d;d;w;10.22;17.81;;i;n;;;t;;w;d;w
e;8.85;x;s;n;f;d;d;w;8.78;12.97;;i;n;;;t;;w;d;a
e;10.24;f;s;y;f;d;d;w;8.13;14.11;;i;n;;;t;;w;d;a
e;12.68;x;s;e;f;d;d;w;10.06;17.37;;i;n;;;t;;w;d;w
e;12.57;x;s;e;f;a;d;w;9.37;16.52;;i;n;;;t;;w;d;w
e;10.37;x;s;n;f;a;d;w;8.95;16.18;;i;n;;;t;;w;d;w
e;7.56;x;s;n;f;d;d;w;8.88;15.37;;i;n;;;t;;w;d;u
e;11.96;f;s;e;f;d;d;w;9.65;15.85;;i;n;;;t;;w;d;a
e;14.02;x;s;y;f;a;d;w;9.27;15.89;;i;n;;;t;;w;d;a
e;11.72;f;s;n;f;a;d;w;10.1;15.96;;i;n;;;t;;w;d;a
e;6.83;x;s;e;f;d;d;w;8.92;15.65;;i;n;;;t;;w;d;u
e;11.67;f;s;n;f;d;d;w;9.02;14.89;;i;n;;;t;;w;d;w
e;10.69;f;s;n;f;d;d;w;7.97;14.36;;i;n;;;t;;w;d;w
e;9.75;x;s;y;f;d;d;w;9.36;15.13;;i;n;;;t;;w;d;w
e;9.63;f;s;e;f;a;d;w;9.31;14.54;;i;n;;;t;;w;d;a
e;8.8;f;s;y;f;a;d;w;10.29;15.67;;i;n;;;t;;w;d;w
e;11.4;x;s;n;f;d;d;w;9.27;14.15;;i;n;;;t;;w;d;w
e;11.95;f;s;y;f;a;d;w;10.24;16.84;;i;n;;;t;;w;d;w
e;8.49;f;s;y;f;a;d;w;7.93;14.72;;i;n;;;t;;w;d;w
e;8.22;x;s;y;f;d;d;w;10.79;15.93;;i;n;;;t;;w;d;w
e;10.96;x;s;e;f;d;d;w;9.52;15.18;;i;n;;;t;;w;d;a
e;8.94;f;s;e;f;a;d;w;8.11;15.35;;i;n;;;t;;w;d;w
e;9.96;x;s;y;f;d;d;w;8.39;14.28;;i;n;;;t;;w;d;w
e;9.77;f;s;e;f;a;d;w;8.98;14.81;;i;n;;;t;;w;d;a
e;8.87;x;s;y;f;a;d;w;9.58;15.4;;i;n;;;t;;w;d;a
e;8.76;f;s;e;f;d;d;w;9.9;16.21;;i;n;;;t;;w;d;a
e;12.85;f;s;e;f;a;d;w;10.22;17.52;;i;n;;;t;;w;d;w
e;9.12;f;s;n;f;d;d;w;8.4;14.93;;i;n;;;t;;w;d;w
e;9.43;x;s;y;f;a;d;w;8.1;13.98;;i;n;;;t;;w;d;w
e;9.14;f;s;e;f;d;d;w;9.83;15.04;;i;n;;;t;;w;d;w
e;11.87;x;s;y;f;d;d;w;8.37;13.99;;i;n;;;t;;w;d;w
e;8.92;f;s;n;f;a;d;w;8.27;11.57;;i;n;;;t;;w;d;u
e;9.49;x;s;y;f;d;d;w;9.44;16.08;;i;n;;;t;;w;d;w
e;9.79;x;s;n;f;a;d;w;8.74;12.96;;i;n;;;t;;w;d;u
e;13.86;f;s;e;f;d;d;w;9.94;16.44;;i;n;;;t;;w;d;w
e;10.57;x;s;n;f;a;d;w;9.38;16.39;;i;n;;;t;;w;d;a
e;9.17;f;s;n;f;a;d;w;7.47;14.03;;i;n;;;t;;w;d;u
e;8.57;f;s;e;f;d;d;w;8.52;11.31;;i;n;;;t;;w;d;u
e;11.5;f;s;e;f;d;d;w;10.11;16.15;;i;n;;;t;;w;d;u
e;9.23;x;y;e;f;;;w;8.3;27.53;b;;n;;w;t;e;;d;w
e;10.24;f;y;y;f;;;w;7.78;27.54;b;;n;;w;t;e;;d;a
e;10.46;f;y;e;f;;;w;7.83;24.31;b;;n;;w;t;e;;d;a
e;9.13;x;y;y;f;;;w;6.99;26.36;b;;n;;w;t;e;;d;a
e;9.3;x;y;y;f;;;w;6.3;23.17;b;;n;;w;t;e;;d;a
e;8.68;f;y;n;f;;;w;5.15;23.06;b;;n;;w;t;e;;d;w
e;7.09;f;y;y;f;;;w;6.03;24.56;b;;n;;w;t;e;;d;w
e;8.11;f;y;e;f;;;w;6.8;23.64;b;;n;;w;t;e;;d;a
e;10.67;x;y;y;f;;;w;6.55;24.3;b;;n;;w;t;e;;d;w
e;8.44;x;y;n;f;;;w;8.18;24.92;b;;n;;w;t;e;;d;a
e;11.04;f;y;n;f;;;w;7.97;25.66;b;;n;;w;t;e;;d;w
e;7.03;x;y;n;f;;;w;5.22;24.01;b;;n;;w;t;e;;d;a
e;11.66;x;y;e;f;;;w;7.58;26.99;b;;n;;w;t;e;;d;a
e;8.71;f;y;y;f;;;w;6.05;24.86;b;;n;;w;t;e;;d;w
e;9.32;x;y;n;f;;;w;6.42;24.32;b;;n;;w;t;e;;d;a
e;13.21;x;y;n;f;;;w;7.16;23.92;b;;n;;w;t;e;;d;w
e;7.35;x;y;y;f;;;w;6.79;22.34;b;;n;;w;t;e;;d;a
e;9.91;f;y;n;f;;;w;8.87;28.46;b;;n;;w;t;e;;d;w
e;9.65;f;y;e;f;;;w;7.79;25.35;b;;n;;w;t;e;;d;w
e;10.08;x;y;y;f;;;w;6.6;24.36;b;;n;;w;t;e;;d;w
e;10.6;x;y;y;f;;;w;5.88;22.35;b;;n;;w;t;e;;d;a
e;12.4;x;y;e;f;;;w;6.67;25.39;b;;n;;w;t;e;;d;a
e;10.06;f;y;n;f;;;w;7.07;23.35;b;;n;;w;t;e;;d;a
e;11.47;f;y;n;f;;;w;8.12;26.13;b;;n;;w;t;e;;d;w
e;9.31;f;y;y;f;;;w;6.71;24.81;b;;n;;w;t;e;;d;a
e;11.84;f;y;n;f;;;w;8.0;26.9;b;;n;;w;t;e;;d;a
e;9.3;f;y;e;f;;;w;6.21;25.42;b;;n;;w;t;e;;d;a
e;12.33;x;y;n;f;;;w;7.12;23.75;b;;n;;w;t;e;;d;a
e;11.51;x;y;n;f;;;w;7.45;25.32;b;;n;;w;t;e;;d;w
e;11.69;x;y;e;f;;;w;6.96;24.71;b;;n;;w;t;e;;d;a
e;10.01;f;y;e;f;;;w;8.02;26.38;b;;n;;w;t;e;;d;a
e;12.64;f;y;n;f;;;w;6.77;25.21;b;;n;;w;t;e;;d;a
e;10.0;f;y;y;f;;;w;7.46;27.03;b;;n;;w;t;e;;d;a
e;12.99;f;y;y;f;;;w;7.79;27.38;b;;n;;w;t;e;;d;a
e;10.37;f;y;y;f;;;w;7.01;26.03;b;;n;;w;t;e;;d;a
e;9.29;x;y;e;f;;;w;7.65;28.7;b;;n;;w;t;e;;d;w
e;9.61;f;y;n;f;;;w;6.34;24.85;b;;n;;w;t;e;;d;w
e;8.42;x;y;y;f;;;w;6.69;23.87;b;;n;;w;t;e;;d;a
e;7.83;x;y;y;f;;;w;7.07;25.7;b;;n;;w;t;e;;d;w
e;9.35;f;y;n;f;;;w;7.89;25.07;b;;n;;w;t;e;;d;w
e;5.07;f;y;y;f;;;w;5.71;21.0;b;;n;;w;t;e;;d;w
e;11.66;f;y;y;f;;;w;9.15;26.5;b;;n;;w;t;e;;d;w
e;7.52;f;y;n;f;;;w;6.58;24.52;b;;n;;w;t;e;;d;w
e;8.11;f;y;y;f;;;w;5.94;22.06;b;;n;;w;t;e;;d;a
e;11.57;x;y;n;f;;;w;5.85;26.13;b;;n;;w;t;e;;d;w
e;8.42;x;y;e;f;;;w;5.76;23.37;b;;n;;w;t;e;;d;w
e;9.58;f;y;e;f;;;w;6.78;24.32;b;;n;;w;t;e;;d;w
e;9.21;x;y;y;f;;;w;5.82;23.65;b;;n;;w;t;e;;d;w
e;9.9;f;y;y;f;;;w;6.0;25.24;b;;n;;w;t;e;;d;a
e;8.17;f;y;e;f;;;w;6.79;26.79;b;;n;;w;t;e;;d;a
e;10.4;f;y;y;f;;;w;6.83;24.62;b;;n;;w;t;e;;d;a
e;10.66;x;y;e;f;;;w;6.27;22.08;b;;n;;w;t;e;;d;a
e;8.6;f;y;y;f;;;w;7.88;24.41;b;;n;;w;t;e;;d;w
e;9.83;f;y;e;f;;;w;6.43;25.03;b;;n;;w;t;e;;d;a
e;12.69;f;y;n;f;;;w;7.94;29.73;b;;n;;w;t;e;;d;a
e;8.03;f;y;e;f;;;w;7.39;25.34;b;;n;;w;t;e;;d;w
e;9.19;x;y;n;f;;;w;7.39;25.27;b;;n;;w;t;e;;d;w
e;8.3;f;y;y;f;;;w;6.33;25.1;b;;n;;w;t;e;;d;w
e;12.71;f;y;n;f;;;w;8.36;24.43;b;;n;;w;t;e;;d;w
e;9.97;f;y;n;f;;;w;8.83;28.87;b;;n;;w;t;e;;d;w
e;11.15;f;y;n;f;;;w;7.15;24.1;b;;n;;w;t;e;;d;a
e;7.1;x;y;y;f;;;w;5.65;23.39;b;;n;;w;t;e;;d;w
e;11.09;x;y;n;f;;;w;7.12;24.83;b;;n;;w;t;e;;d;a
e;11.57;f;y;n;f;;;w;8.15;26.36;b;;n;;w;t;e;;d;a
e;10.27;f;y;y;f;;;w;7.83;26.19;b;;n;;w;t;e;;d;a
e;12.07;x;y;e;f;;;w;8.04;27.24;b;;n;;w;t;e;;d;a
e;11.28;x;y;e;f;;;w;7.8;28.41;b;;n;;w;t;e;;d;w
e;12.51;f;y;e;f;;;w;9.47;28.05;b;;n;;w;t;e;;d;a
e;8.06;x;y;y;f;;;w;5.73;23.27;b;;n;;w;t;e;;d;w
e;13.7;f;y;y;f;;;w;7.84;25.85;b;;n;;w;t;e;;d;a
e;10.38;f;y;e;f;;;w;7.37;26.73;b;;n;;w;t;e;;d;w
e;9.88;x;y;n;f;;;w;5.43;24.42;b;;n;;w;t;e;;d;w
e;8.63;x;y;y;f;;;w;5.89;22.81;b;;n;;w;t;e;;d;w
e;8.63;f;y;e;f;;;w;5.29;23.71;b;;n;;w;t;e;;d;a
e;10.84;f;y;n;f;;;w;8.06;25.02;b;;n;;w;t;e;;d;w
e;6.78;f;y;y;f;;;w;5.1;23.47;b;;n;;w;t;e;;d;w
e;7.24;f;y;n;f;;;w;6.68;24.8;b;;n;;w;t;e;;d;w
e;7.84;x;y;e;f;;;w;7.6;25.83;b;;n;;w;t;e;;d;w
e;14.58;f;y;y;f;;;w;7.64;28.44;b;;n;;w;t;e;;d;a
